"[ 1.35742138e-01  2.29604363e-01 -1.89956744e-02 -1.98981122e-02
 -2.15248731e-02 -1.50503858e-01 -1.57784928e-01 -1.47097785e-01
  7.28312753e-02 -1.47875288e-01  1.13037827e-01 -1.73279844e-01
  1.88468993e-01 -3.20121899e-02 -1.69375498e-01 -6.64589711e-02
 -7.41645036e-02 -4.03874672e-02  1.93376149e-03 -2.22145832e-02
 -8.24524073e-02  6.23873679e-03 -1.10294925e-01  3.25437589e-02
 -3.15792620e-01  3.70510077e-03 -7.45327498e-02  1.23762042e-02
 -2.76583112e-02 -1.25538313e-01 -2.69493633e-01 -4.70700648e-02
  3.44403707e-04 -1.36079231e-01  2.39673305e-01  2.53283612e-01
  1.13787217e-01  1.48401675e-01  9.49137673e-02  1.76899788e-01
 -1.32971537e-01 -9.47921998e-02 -1.05869427e-03 -1.40203048e-02
  7.23065311e-02  1.46306150e-01  2.26017294e-01  2.09346305e-01
 -3.56219126e-01  6.02872271e-02]",2
"[ 0.09351014  0.15508535 -0.04905083  0.05567633 -0.03341342 -0.07532294
 -0.18008813 -0.06023548  0.17114535 -0.04441886  0.12608065 -0.08730772
  0.13796449  0.01185321 -0.19026511  0.02184822  0.13087404 -0.0475291
 -0.10737584  0.01119547 -0.19900068  0.05127953 -0.10812252 -0.06101126
 -0.31606303 -0.02029271 -0.15333109 -0.09993672  0.10720704 -0.10238387
 -0.31772836  0.03295015 -0.17182499 -0.11954551  0.27735688  0.19975079
  0.26465859  0.19472786  0.08778014  0.13230522 -0.07730642 -0.00882542
 -0.01592443 -0.04239756 -0.05002     0.22283386 -0.01635909  0.15652198
 -0.25399519  0.13546649]",0
"[ 0.01084617  0.22246037 -0.13902875  0.10527475 -0.09482429 -0.12511963
 -0.21636099  0.08192355  0.03923451 -0.04055056  0.01460352 -0.02015333
  0.1997232   0.02586575 -0.1765765  -0.12185741  0.11556987 -0.06204712
 -0.12760165  0.11025891  0.0455739   0.14313748 -0.10153122 -0.10764577
 -0.32431071 -0.01399416 -0.07848702 -0.00519993 -0.00603991 -0.04953246
 -0.31532816  0.07356949 -0.13847229 -0.04315516  0.15721725  0.27877432
  0.14322606  0.31248804  0.02744401  0.18290398 -0.00440063  0.09726972
  0.01478143  0.07276349  0.0050813   0.15496433  0.19398878  0.10048197
 -0.15940778  0.23325654]",1
"[ 0.06345487  0.18602758 -0.02892024  0.19817315 -0.10831658 -0.15955802
 -0.27894111 -0.0583865   0.005542   -0.0884898  -0.01534502 -0.11943875
  0.21512856  0.13679483 -0.17729511 -0.08717752 -0.04746306  0.02326098
 -0.13947032  0.06733604 -0.07979796  0.077016   -0.16999704 -0.11505434
 -0.177198    0.01837144 -0.10837356 -0.14900175 -0.15173646 -0.01804372
 -0.33999763 -0.04887886 -0.09591863  0.04844266  0.11471312  0.29554925
  0.00369712  0.29985941  0.00057916  0.00360294 -0.0808768   0.14507083
  0.0725629   0.16110978 -0.02104432 -0.00295204  0.17715891  0.1171509
 -0.21960546  0.18338786]",1
"[ 0.03409523  0.15846666 -0.08210747  0.10242199 -0.13240878 -0.1258843
 -0.2089163   0.03390905  0.17819772 -0.03370327  0.13679133 -0.06376264
  0.24811488  0.11798518 -0.09835813 -0.04777368  0.17537751 -0.02454036
 -0.00408752  0.1284329   0.0150141   0.22109954 -0.16866524 -0.05366948
 -0.35534925  0.08749808 -0.04649992 -0.11023939  0.01537579 -0.28457048
 -0.24527458  0.07519623 -0.09674673  0.04045845  0.05395836  0.28124046
  0.05948661  0.16740316  0.17173976  0.16565773 -0.14517864  0.10290088
 -0.03735939  0.00622642  0.00870273  0.1534748   0.12430941  0.07638675
 -0.17726479  0.14381759]",2
"[ 0.0484163   0.16378014  0.03014185  0.02105813 -0.07919036 -0.06080802
 -0.18563119 -0.11364905  0.18467921 -0.09733633  0.04421711 -0.0337336
  0.12804198  0.05888892 -0.07930385  0.00420354  0.08394186 -0.05016542
 -0.00958927  0.02004384 -0.17746387  0.14316962 -0.19600942  0.01931983
 -0.28839654 -0.00241034 -0.17588076 -0.09241921  0.00941815 -0.05237734
 -0.23849105 -0.01308448 -0.21825766 -0.15438235  0.27105119  0.25911772
  0.18695477  0.24327241  0.06852672  0.16721214 -0.18720415  0.01819804
 -0.0629391   0.00311545  0.00482376  0.14023938  0.0417079   0.17679604
 -0.3081343   0.17339534]",0
"[ 0.04266589  0.19275498 -0.13091549  0.02742681 -0.03968493 -0.18203084
 -0.21885533 -0.0245476   0.09984353 -0.0130201   0.04233481 -0.14265926
  0.17999838  0.03949299 -0.21649022 -0.05532447  0.04857313 -0.07177438
 -0.02003194  0.0892705   0.00921546  0.05203762 -0.12537514 -0.04922706
 -0.2944794  -0.01903205 -0.1025725  -0.11308841 -0.00755269 -0.17804754
 -0.34505716  0.03698453 -0.17966573 -0.1008853   0.15987102  0.34816667
  0.06549488  0.24400136  0.10865678  0.11991339 -0.15746581 -0.00497218
 -0.01961767  0.00382     0.00680213  0.13044774  0.16488805  0.1251451
 -0.22628418  0.16962262]",1
"[ 0.04515503  0.25225262 -0.11493028  0.09922652 -0.08448887 -0.0456479
 -0.13293475  0.03198     0.09347497 -0.05223623  0.04363717 -0.04047425
  0.19306822  0.09505927 -0.11985914 -0.11826888  0.10440645  0.00894973
 -0.13158728  0.08474849  0.07599772  0.1585948  -0.1724087  -0.07376311
 -0.34222491  0.02843896 -0.00551076  0.04342529 -0.02869846 -0.07734692
 -0.32761119  0.01719228 -0.20206778 -0.02154983  0.13686607  0.29725793
  0.20153046  0.20117699  0.10291577  0.14522122 -0.11951169  0.06246973
 -0.0018851   0.0125824  -0.00586057  0.24656749  0.19760299  0.17806496
 -0.19355661  0.09636034]",0
"[ 0.03412407  0.16981801 -0.01845511  0.00728068 -0.06413931 -0.02864769
 -0.15813889 -0.01187882  0.15899079 -0.02198662  0.087111   -0.11998784
  0.15133097  0.02835663 -0.12072041 -0.10621232  0.08701444 -0.05375002
 -0.01696396  0.09186501 -0.051071    0.0549982  -0.21361672 -0.01659261
 -0.31019838  0.0959308  -0.10567848 -0.08464577  0.04754003 -0.22944498
 -0.34700029  0.03224356 -0.09371707 -0.09565597  0.07736067  0.3239146
  0.05922792  0.22821055  0.12063257  0.07259445 -0.25842098  0.02144315
 -0.0347945   0.01709321  0.1704306   0.12149566  0.2811639   0.11040189
 -0.22445412  0.11380485]",2
"[ 0.06192174  0.18564399 -0.10470923 -0.00960945 -0.04761784 -0.08500914
 -0.18604665 -0.03790778  0.0867023  -0.0792649   0.05461952 -0.14504595
  0.09648656  0.03178346 -0.14415712 -0.07530608  0.09776766 -0.01394536
 -0.02571744  0.07200014 -0.02124324  0.08117436 -0.17504316 -0.03927671
 -0.32011077  0.05598235 -0.13391031 -0.05606655  0.04112339 -0.22957704
 -0.28584882  0.02612911 -0.18975859 -0.12317034  0.16597372  0.28777731
  0.07261214  0.30270244  0.18932103  0.1194323  -0.19904175  0.00719462
 -0.04538852 -0.03172975  0.12743163  0.1386203   0.18307981  0.11655937
 -0.21191532  0.18292893]",2
"[ 0.07899937  0.22206902 -0.0376123   0.03827774 -0.00393634 -0.09107237
 -0.21649559 -0.02392588  0.07454279 -0.03158574  0.09635477 -0.12785733
  0.14035875  0.00759673 -0.18945307 -0.09014586  0.07602326 -0.05884475
 -0.00887962  0.06742558 -0.01190044  0.05804131 -0.18036656 -0.04755424
 -0.32985684  0.02236825 -0.11751946  0.00531732  0.02210904 -0.1927848
 -0.32403925  0.0132586  -0.14891212 -0.13150723  0.19059195  0.28377785
  0.11161428  0.2231867   0.13412016  0.08987141 -0.20555261 -0.03376344
 -0.03444775 -0.03614308  0.08838382  0.16199352  0.17503042  0.15975852
 -0.25705601  0.1576926 ]",0
"[ 0.04851139  0.21984396 -0.08478709  0.09477179 -0.05602405 -0.02026137
 -0.14808156  0.11253059  0.08770316 -0.02145687  0.04989847 -0.01768154
  0.22474571  0.04811515 -0.11938393 -0.09278683  0.13626474 -0.04729245
 -0.06692608  0.05979387  0.0152322   0.136902   -0.10299089 -0.06513193
 -0.28633774  0.00418407 -0.07421645  0.02227176  0.01474142 -0.04085744
 -0.38544637  0.06847932 -0.19857247  0.00957785  0.20092843  0.30280557
  0.13650079  0.25240075  0.18437572  0.17280006 -0.03077883  0.12135304
 -0.02070307  0.06622267 -0.00180336  0.24603937  0.17637763  0.07342291
 -0.2086419   0.15390379]",2
"[ 0.08286862  0.24797845 -0.09168061  0.06843343 -0.11406195 -0.13947583
 -0.20565674  0.07510415  0.20222295 -0.04533385  0.15626129  0.01195607
  0.19117754  0.11972273 -0.16252618 -0.12870626  0.10308173 -0.07694187
 -0.03753414  0.07538892  0.04750284  0.13708316 -0.15118877 -0.0492453
 -0.31687324  0.0913974  -0.11476944 -0.07610471  0.03580487 -0.19275166
 -0.28061315  0.06043131 -0.16231867 -0.00389898  0.09048895  0.28989235
  0.11286791  0.15812051  0.13093836  0.16651228 -0.15401927  0.0803602
 -0.03948491  0.0549865   0.03654042  0.14266221  0.12812621  0.03749108
 -0.23926117  0.1597953 ]",0
"[ 3.61048813e-02  2.38195406e-01 -1.01003068e-01  2.75233886e-02
 -8.50407992e-02 -1.19860750e-01 -2.00907078e-01 -3.00640241e-02
  4.65783175e-02 -5.19916773e-02  6.11126475e-02 -7.32775136e-02
  1.79023134e-01  1.89427731e-02 -2.55600069e-01 -4.67729663e-02
  7.53691000e-02 -9.87985660e-02 -4.54756343e-02  4.89170593e-02
  6.85170848e-03  6.24848460e-02 -1.60813605e-01 -7.57207143e-02
 -3.01537449e-01 -8.54452857e-03 -6.24345042e-02 -8.25371531e-02
 -3.36726496e-02 -1.29122676e-01 -3.34699417e-01 -8.20245276e-03
 -1.72587974e-01 -1.09910195e-01  1.54372446e-01  3.27612648e-01
  8.28868212e-02  3.29110666e-01  1.17647632e-01  1.79836143e-01
 -1.17117956e-01 -3.22210382e-02  1.46298686e-04 -8.97766092e-03
  8.39483232e-02  1.15247655e-01  8.79159557e-02  9.36859226e-02
 -2.41410226e-01  1.51102277e-01]",1
"[ 0.18103578  0.15725143 -0.14077359  0.03050942  0.14813097 -0.27123667
 -0.15260983 -0.07655411 -0.02971062  0.01210036  0.08645777 -0.10030457
  0.06677591  0.10930975 -0.25421636  0.04819936 -0.00242638 -0.15529172
  0.13894272  0.01223428  0.21664621  0.06002542 -0.08827846  0.08664764
 -0.12695391  0.14872432 -0.2147984  -0.16189302  0.04139462  0.11886418
 -0.16100132  0.0085817  -0.19343484  0.0928353   0.29155255  0.10742124
  0.07183793  0.02828559  0.23716554  0.23443617 -0.19586923  0.02366841
  0.04338824  0.00755776 -0.13197185  0.01687825  0.14121436  0.03888226
 -0.13338908  0.27526458]",2
"[ 0.04470925  0.18731213 -0.09198235  0.15880179 -0.09541283 -0.12403499
 -0.18890921  0.02909715  0.14956867 -0.07956931  0.00229211 -0.05332743
  0.15257139  0.08595552 -0.12777745 -0.05614525  0.23070189  0.02185903
 -0.04701531  0.11872362 -0.03016781  0.19088753 -0.10435709 -0.06277868
 -0.3354198   0.07698458 -0.04303207 -0.0253966   0.02512104 -0.11479436
 -0.2971735  -0.04744861 -0.23636197  0.00715202  0.15485033  0.32318609
  0.08025358  0.24647827  0.09275816  0.10729771 -0.05735038  0.04954619
 -0.00714277  0.00405349  0.06570681  0.1417979   0.18256852  0.18014874
 -0.15182043  0.21978302]",1
"[-0.00436777  0.27435454 -0.02966783  0.10855848 -0.10718419 -0.06262013
 -0.19142879  0.0561636   0.16518875 -0.00538802  0.03533267 -0.0668245
  0.19061547  0.08467954 -0.17554966 -0.12574185  0.09562196 -0.05625639
 -0.10217817  0.04541915 -0.01248673  0.15290559 -0.19025386 -0.05310457
 -0.23699755 -0.00929777 -0.04897222 -0.086999   -0.03460047 -0.07184546
 -0.29805161  0.01650652 -0.24182968 -0.05767726  0.19120489  0.32492713
  0.14084251  0.24302682  0.09828283  0.16704235 -0.04230236  0.02178546
 -0.06763757  0.06652182 -0.04486175  0.1454423   0.18017452  0.10129076
 -0.20523593  0.21198939]",2
"[-0.02316697  0.29998937 -0.06901978  0.13777655 -0.11181486 -0.01816102
 -0.22924343  0.01259038  0.10792806 -0.08933449  0.0506446   0.01839947
  0.16554267  0.01753963 -0.21419323 -0.04987846  0.11987325 -0.08849094
 -0.10917146  0.07328655 -0.00808577  0.18111852 -0.09040745 -0.11191025
 -0.19360407 -0.02779211 -0.02656082 -0.02680527 -0.09068493  0.01466516
 -0.227898   -0.05437701 -0.22606442 -0.0250234   0.15140259  0.32216456
  0.20743347  0.30636854  0.00818154  0.16639582 -0.04126947  0.03494875
 -0.03772953  0.0560191  -0.10304947  0.17329721  0.13560355  0.12153674
 -0.19849591  0.24842343]",1
"[ 0.07672239  0.26140807 -0.07947831  0.13058244 -0.08165058 -0.07258545
 -0.2027821  -0.0194973   0.072154   -0.10139304  0.12561436 -0.01352247
  0.17973772  0.09285511 -0.12974144 -0.10723508  0.15355318 -0.02301619
 -0.06377469  0.07605216 -0.0035921   0.21426063 -0.16599684 -0.05168375
 -0.27417003 -0.06715739 -0.04810738 -0.04711435 -0.04144221 -0.03576493
 -0.25490647  0.0438299  -0.29018869 -0.04616404  0.15995529  0.32237795
  0.16097013  0.30032965  0.10730001  0.14044161 -0.06335987  0.05095976
 -0.07091364  0.02100514  0.05210171  0.16408038  0.09374475  0.0944394
 -0.20384221  0.14097753]",0
"[ 0.04666141  0.20352525 -0.05644588 -0.00393042 -0.07412827 -0.02887389
 -0.26613329 -0.04148405  0.22843466 -0.08812974  0.0578793   0.04756191
  0.18890214 -0.05695515 -0.14550376 -0.10820954 -0.01655972 -0.04909269
 -0.05375405  0.03856025  0.03667868  0.1078666  -0.12390824 -0.02164633
 -0.15153411 -0.05261131  0.06892814 -0.06232735 -0.03649368  0.05515941
 -0.33867009 -0.04024704 -0.24074772  0.03357561  0.06764124  0.30860879
  0.15318876  0.21261185  0.02721503  0.13928505 -0.09952097 -0.03458083
 -0.02879453  0.04582571 -0.02552464  0.16054429  0.22499469  0.26278085
 -0.31574869  0.19618627]",1
"[ 0.06051562  0.20466045 -0.01953359  0.08071053 -0.11714779 -0.07305832
 -0.21823461  0.06697793  0.14303787 -0.13353965  0.05749707  0.01905926
  0.17770117  0.06680438 -0.19133896 -0.16182162  0.05304944 -0.08740512
 -0.09572235  0.04545409 -0.05012116  0.1897163  -0.12185496 -0.06930077
 -0.11631249 -0.03814924  0.07144386 -0.11588828 -0.10836294  0.05961665
 -0.28990264 -0.11078142 -0.19541288 -0.02656251  0.10755412  0.28111529
  0.16366724  0.28055913  0.0236762   0.19402679 -0.03703756 -0.05708189
  0.00054006  0.02153135  0.02653235  0.14904238  0.22466779  0.05413593
 -0.31880544  0.23316619]",1
"[ 0.05741398  0.29564587 -0.12439154  0.09492517 -0.04508717 -0.01079215
 -0.22520628  0.01585654  0.03663536 -0.04627295  0.05654891  0.00144654
  0.16682555  0.00335636 -0.20862955 -0.16316907  0.08156376 -0.04877789
 -0.06592316  0.03721459  0.00380575  0.10170461 -0.12846341 -0.11236227
 -0.17240764 -0.02938734 -0.02537166 -0.05055821 -0.02249576  0.03320159
 -0.32809766  0.04475012 -0.24152333 -0.0241601   0.15198832  0.35739994
  0.18103037  0.35110324  0.07965868  0.11377795 -0.00396196  0.06895676
 -0.00929259  0.02116126  0.08251194  0.13321496  0.12856791  0.04853205
 -0.23754045  0.19355639]",1
"[ 1.07554839e-01  2.16005079e-01 -4.29474786e-02  7.74715624e-02
 -2.70176187e-02 -2.61747632e-02 -2.03637126e-01 -1.72906845e-02
  2.40409211e-02 -3.90436335e-02  8.10065207e-02 -7.59096186e-02
  2.18854863e-01 -2.92127298e-03 -2.29318100e-01 -1.20839138e-01
  5.54827451e-02 -9.33258742e-02 -3.09469550e-03  3.69217948e-02
 -8.74990106e-03  6.04601397e-02 -1.61425630e-01 -4.52400172e-02
 -2.68768338e-01  6.35383127e-02 -6.53938875e-02 -4.56689664e-02
 -1.76164071e-02 -8.64187704e-02 -3.86923948e-01  1.33017125e-02
 -1.49895998e-01 -1.05132556e-01  1.91261128e-01  2.99830479e-01
  9.49301849e-02  2.78809644e-01  1.49292696e-01  1.52033919e-01
 -1.22421928e-01 -2.10343488e-04  6.93727018e-03  1.40020446e-02
  8.16252058e-02  9.13661010e-02  2.07862991e-01  1.18552308e-01
 -2.82818870e-01  1.27612239e-01]",2
"[-0.00982918  0.15515581 -0.19328026  0.0878533  -0.02049458 -0.09067215
 -0.12190689  0.01168763  0.08556819 -0.05933693  0.11596653 -0.12934162
  0.19983758  0.20013789 -0.03525564 -0.031565    0.25330238 -0.06591774
 -0.10142883  0.08951429  0.07660734  0.17597886 -0.17615193 -0.02840603
 -0.42266754  0.05950147 -0.08997996  0.04707317 -0.00411054 -0.17164849
 -0.27418175  0.12372615 -0.13831779 -0.0590544   0.11833047  0.19765343
  0.0686136   0.17487443  0.20707877  0.16056038 -0.10853587  0.1147574
 -0.06405266  0.03464514  0.11531368  0.14501151  0.22237949  0.07142919
 -0.087837    0.09712414]",0
"[ 0.1079624   0.22551002 -0.06300837  0.06536122  0.0452233  -0.06315094
 -0.16749936 -0.04155244  0.07398042 -0.06361567  0.09027416 -0.13855422
  0.12498108  0.02969402 -0.17653031 -0.08500899  0.1066358  -0.0350912
 -0.03703939  0.09732191 -0.07393147  0.09790381 -0.1642191  -0.02289804
 -0.23497228 -0.01673446 -0.11865139 -0.08720536 -0.00558808 -0.11015765
 -0.30852719 -0.02642428 -0.19641769 -0.07396715  0.21320045  0.32886938
  0.11884203  0.33125316  0.11598157  0.16841694 -0.18776399 -0.014014
 -0.05357868  0.0169168   0.0419286   0.16633223  0.16156856  0.0863223
 -0.24934123  0.15286302]",0
"[ 0.05187507  0.22513342 -0.08340588  0.06295684  0.01141136 -0.06537751
 -0.18135026  0.03601245  0.04919601 -0.020879    0.09887967 -0.1543785
  0.15986197  0.06089856 -0.18281188 -0.09705418  0.09672546 -0.09030629
 -0.02667354  0.06521731  0.00839073  0.11474966 -0.16205425 -0.05670364
 -0.30459944  0.08379122 -0.11132225 -0.0475702  -0.00352965 -0.17461752
 -0.32040728 -0.02043465 -0.16807991 -0.13534963  0.18344744  0.26511231
  0.10390073  0.249344    0.17732803  0.14196823 -0.15352618 -0.00984674
 -0.02252935 -0.01421659  0.04183313  0.17093576  0.18155511  0.10676173
 -0.25623252  0.18675367]",2
"[ 0.11482127  0.21308609 -0.12460413  0.13818781 -0.05716535 -0.14944974
 -0.21332073 -0.00073267  0.05747877  0.04871129  0.12036141 -0.09257234
  0.25985454  0.0009853  -0.2474277  -0.08309348  0.10089231 -0.05024223
 -0.16380703  0.09569937 -0.01443061  0.15779036  0.04765471 -0.09305233
 -0.21303874 -0.08675189 -0.02987432 -0.05878389 -0.03002836 -0.15312882
 -0.27958653  0.08804045 -0.16187467 -0.01121708  0.16609499  0.27164843
  0.09605192  0.31461585  0.04317285  0.20382127 -0.00884031  0.11010326
  0.03541671  0.00777393 -0.05122591  0.11854063  0.10284947 -0.0082963
 -0.21095709  0.23317095]",1
"[-0.00517097  0.16008203 -0.10352764  0.07568438 -0.09744425 -0.13240317
 -0.11265459  0.01960542  0.07023561 -0.07443235  0.07453606 -0.08549104
  0.19276066  0.04186003 -0.11798272 -0.08543116  0.12117872 -0.09808987
 -0.12151459  0.06619734  0.06662761  0.14832891 -0.14065321 -0.07176467
 -0.3316738   0.05393272 -0.05730758 -0.03984693 -0.0023899  -0.18689046
 -0.26634419 -0.01375633 -0.21031876 -0.12512387  0.19500043  0.25581189
  0.11946629  0.26835306  0.19726268  0.18030353 -0.154351   -0.00389231
 -0.01884009  0.03528115  0.05904389  0.19100406  0.21064197  0.13970392
 -0.21899342  0.13168408]",2
"[ 0.1250615   0.199142   -0.0565522   0.02672933 -0.05968055 -0.08545302
 -0.1702577  -0.07921625  0.00097042 -0.0360727   0.12143196 -0.11203573
  0.18092838  0.02388161 -0.16660265 -0.07547082  0.16688501 -0.06407716
  0.03248758  0.04269811 -0.03123335  0.01368194 -0.18430267 -0.05262271
 -0.35085642  0.05952139 -0.01728895 -0.07775788  0.04196553 -0.20791903
 -0.36112205  0.05151508 -0.10891267 -0.08476633  0.10771628  0.2408894
  0.11707551  0.25735924  0.1474671   0.11310288 -0.20176447  0.03734487
 -0.00129197 -0.05508243  0.1567136   0.06215415  0.17382989  0.13911988
 -0.26331988  0.1410703 ]",2
